date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-12-09,SKU0052,132.4,173.4,39.0,314.0
2024-12-16,SKU0052,72.4,173.4,39.0,314.0
2024-12-23,SKU0052,19.4,173.4,39.0,314.0
2024-12-30,SKU0052,0.0,173.4,39.0,314.0
2025-01-06,SKU0052,0.0,173.4,39.0,314.0
2025-01-13,SKU0052,0.0,173.4,39.0,314.0
2025-01-20,SKU0052,143.4,173.4,39.0,314.0
2025-01-27,SKU0052,116.4,173.4,39.0,314.0
2025-02-03,SKU0052,91.4,173.4,39.0,314.0
2025-02-10,SKU0052,48.4,173.4,39.0,314.0
2025-02-17,SKU0052,21.4,173.4,39.0,314.0
2025-02-24,SKU0052,0.0,173.4,39.0,314.0
2025-03-03,SKU0052,139.4,173.4,39.0,314.0
2025-03-10,SKU0052,101.4,173.4,39.0,314.0
2025-03-17,SKU0052,59.4,173.4,39.0,314.0
2025-03-24,SKU0052,22.4,173.4,39.0,314.0
2025-03-31,SKU0052,0.0,173.4,39.0,314.0
2025-04-07,SKU0052,0.0,173.4,39.0,314.0
2025-04-14,SKU0052,137.4,173.4,39.0,314.0
2025-04-21,SKU0052,103.4,173.4,39.0,314.0
2025-04-28,SKU0052,72.4,173.4,39.0,314.0
2025-05-05,SKU0052,30.4,173.4,39.0,314.0
2025-05-12,SKU0052,0.0,173.4,39.0,314.0
2025-05-19,SKU0052,0.0,173.4,39.0,314.0
2025-05-26,SKU0052,149.4,173.4,39.0,314.0
2025-06-02,SKU0052,106.4,173.4,39.0,314.0
2025-06-09,SKU0052,69.4,173.4,39.0,314.0
2025-06-16,SKU0052,5.4,173.4,39.0,314.0
2025-06-23,SKU0052,0.0,173.4,39.0,314.0
2025-06-30,SKU0052,0.0,173.4,39.0,314.0
2025-07-07,SKU0052,132.4,173.4,39.0,314.0
2025-07-14,SKU0052,83.4,173.4,39.0,314.0
2025-07-21,SKU0052,36.4,173.4,39.0,314.0
2025-07-28,SKU0052,0.4,173.4,39.0,314.0
2025-08-04,SKU0052,0.0,173.4,39.0,314.0
2025-08-11,SKU0052,0.0,173.4,39.0,314.0
2025-08-18,SKU0052,140.4,173.4,39.0,314.0
2025-08-25,SKU0052,108.4,173.4,39.0,314.0
2025-09-01,SKU0052,78.4,173.4,39.0,314.0
2025-09-08,SKU0052,27.4,173.4,39.0,314.0
2025-09-15,SKU0052,0.0,173.4,39.0,314.0
2025-09-22,SKU0052,0.0,173.4,39.0,314.0
2025-09-29,SKU0052,132.4,173.4,39.0,314.0
2025-10-06,SKU0052,86.4,173.4,39.0,314.0
2025-10-13,SKU0052,8.4,173.4,39.0,314.0
2025-10-20,SKU0052,0.0,173.4,39.0,314.0
2025-10-27,SKU0052,0.0,173.4,39.0,314.0
2025-11-03,SKU0052,0.0,173.4,39.0,314.0
2025-11-10,SKU0052,122.4,173.4,39.0,314.0
2025-11-17,SKU0052,58.4,173.4,39.0,314.0
2025-11-24,SKU0052,0.0,173.4,39.0,314.0
2025-12-01,SKU0052,0.0,173.4,39.0,314.0
2025-12-08,SKU0052,0.0,173.4,39.0,314.0
2025-12-15,SKU0052,0.0,173.4,39.0,314.0
2025-12-22,SKU0052,89.4,173.4,39.0,314.0
2025-12-29,SKU0052,27.4,173.4,39.0,314.0
2026-01-05,SKU0052,0.0,173.4,39.0,314.0
2026-01-12,SKU0052,0.0,173.4,39.0,314.0
2026-01-19,SKU0052,0.0,173.4,39.0,314.0
2026-01-26,SKU0052,0.0,173.4,39.0,314.0
2026-02-02,SKU0052,137.4,173.4,39.0,314.0
2026-02-09,SKU0052,102.4,173.4,39.0,314.0
2026-02-16,SKU0052,73.4,173.4,39.0,314.0
2026-02-23,SKU0052,39.4,173.4,39.0,314.0
2026-03-02,SKU0052,13.4,173.4,39.0,314.0
2026-03-09,SKU0052,0.0,173.4,39.0,314.0
2026-03-16,SKU0052,143.4,173.4,39.0,314.0
2026-03-23,SKU0052,108.4,173.4,39.0,314.0
2026-03-30,SKU0052,78.4,173.4,39.0,314.0
2026-04-06,SKU0052,33.4,173.4,39.0,314.0
2026-04-13,SKU0052,0.0,173.4,39.0,314.0
2026-04-20,SKU0052,0.0,173.4,39.0,314.0
2026-04-27,SKU0052,137.4,173.4,39.0,314.0
2026-05-04,SKU0052,107.4,173.4,39.0,314.0
2026-05-11,SKU0052,75.4,173.4,39.0,314.0
2026-05-18,SKU0052,44.4,173.4,39.0,314.0
2026-05-25,SKU0052,2.4,173.4,39.0,314.0
2026-06-01,SKU0052,0.0,173.4,39.0,314.0
2026-06-08,SKU0052,144.4,173.4,39.0,314.0
2026-06-15,SKU0052,94.4,173.4,39.0,314.0
2026-06-22,SKU0052,38.4,173.4,39.0,314.0
2026-06-29,SKU0052,1.4,173.4,39.0,314.0
2026-07-06,SKU0052,0.0,173.4,39.0,314.0
2026-07-13,SKU0052,0.0,173.4,39.0,314.0
2024-08-05,SKU0053,15.7,16.7,24.0,18.6
2024-08-12,SKU0053,13.7,16.7,24.0,18.6
2024-08-19,SKU0053,9.7,16.7,24.0,18.6
2024-08-26,SKU0053,22.4,0.0,24.0,18.6
2024-09-02,SKU0053,20.4,0.0,24.0,18.6
2024-09-09,SKU0053,15.4,16.7,24.0,18.6
2024-09-16,SKU0053,14.4,16.7,24.0,18.6
2024-09-23,SKU0053,11.4,16.7,24.0,18.6
2024-09-30,SKU0053,22.1,0.0,24.0,18.6
2024-10-07,SKU0053,9.1,16.7,24.0,18.6
2024-10-14,SKU0053,0.0,16.7,24.0,18.6
2024-10-21,SKU0053,0.0,16.7,24.0,18.6
2024-10-28,SKU0053,14.7,16.7,24.0,18.6
2024-11-04,SKU0053,11.7,16.7,24.0,18.6
2024-11-11,SKU0053,5.7,16.7,24.0,18.6
2024-11-18,SKU0053,19.4,0.0,24.0,18.6
2024-11-25,SKU0053,7.4,16.7,24.0,18.6
2024-12-02,SKU0053,2.4,16.7,24.0,18.6
2024-12-09,SKU0053,0.0,16.7,24.0,18.6
2024-12-16,SKU0053,12.7,16.7,24.0,18.6
2024-12-23,SKU0053,10.7,16.7,24.0,18.6
2024-12-30,SKU0053,3.7,16.7,24.0,18.6
2025-01-06,SKU0053,17.4,16.7,24.0,18.6
2025-01-13,SKU0053,12.4,16.7,24.0,18.6
2025-01-20,SKU0053,8.4,16.7,24.0,18.6
2025-01-27,SKU0053,21.1,0.0,24.0,18.6
2025-02-03,SKU0053,16.1,16.7,24.0,18.6
2025-02-10,SKU0053,15.1,16.7,24.0,18.6
2025-02-17,SKU0053,14.1,16.7,24.0,18.6
2025-02-24,SKU0053,28.8,0.0,24.0,18.6
2025-03-03,SKU0053,25.8,0.0,24.0,18.6
2025-03-10,SKU0053,23.8,0.0,24.0,18.6
2025-03-17,SKU0053,22.8,0.0,24.0,18.6
2025-03-24,SKU0053,16.8,16.7,24.0,18.6
2025-03-31,SKU0053,10.8,16.7,24.0,18.6
2025-04-07,SKU0053,8.8,16.7,24.0,18.6
2025-04-14,SKU0053,21.5,0.0,24.0,18.6
2025-04-21,SKU0053,17.5,16.7,24.0,18.6
2025-04-28,SKU0053,13.5,16.7,24.0,18.6
2025-05-05,SKU0053,11.5,16.7,24.0,18.6
2025-05-12,SKU0053,25.2,0.0,24.0,18.6
2025-05-19,SKU0053,21.2,0.0,24.0,18.6
2025-05-26,SKU0053,17.2,16.7,24.0,18.6
2025-06-02,SKU0053,12.2,16.7,24.0,18.6
2025-06-09,SKU0053,10.2,16.7,24.0,18.6
2025-06-16,SKU0053,20.9,0.0,24.0,18.6
2025-06-23,SKU0053,17.9,16.7,24.0,18.6
2025-06-30,SKU0053,15.9,16.7,24.0,18.6
2025-07-07,SKU0053,10.9,16.7,24.0,18.6
2025-07-14,SKU0053,25.6,0.0,24.0,18.6
2025-07-21,SKU0053,25.6,0.0,24.0,18.6
2025-07-28,SKU0053,21.6,0.0,24.0,18.6
2025-08-04,SKU0053,18.6,16.7,24.0,18.6
2025-08-11,SKU0053,12.6,16.7,24.0,18.6
2025-08-18,SKU0053,10.6,16.7,24.0,18.6
2025-08-25,SKU0053,25.3,0.0,24.0,18.6
2025-09-01,SKU0053,24.3,0.0,24.0,18.6
2025-09-08,SKU0053,17.3,16.7,24.0,18.6
2025-09-15,SKU0053,16.3,16.7,24.0,18.6
2025-09-22,SKU0053,13.3,16.7,24.0,18.6
2025-09-29,SKU0053,24.0,0.0,24.0,18.6
2025-10-06,SKU0053,12.0,16.7,24.0,18.6
2025-10-13,SKU0053,11.0,16.7,24.0,18.6
2025-10-20,SKU0053,2.0,16.7,24.0,18.6
2025-10-27,SKU0053,10.7,16.7,24.0,18.6
2025-11-03,SKU0053,2.7,16.7,24.0,18.6
2025-11-10,SKU0053,0.0,16.7,24.0,18.6
2025-11-17,SKU0053,11.7,16.7,24.0,18.6
2025-11-24,SKU0053,7.7,16.7,24.0,18.6
2025-12-01,SKU0053,4.7,16.7,24.0,18.6
2025-12-08,SKU0053,16.4,16.7,24.0,18.6
2025-12-15,SKU0053,12.4,16.7,24.0,18.6
2025-12-22,SKU0053,5.4,16.7,24.0,18.6
2025-12-29,SKU0053,15.1,16.7,24.0,18.6
2026-01-05,SKU0053,9.1,16.7,24.0,18.6
2026-01-12,SKU0053,8.1,16.7,24.0,18.6
2026-01-19,SKU0053,20.8,0.0,24.0,18.6
2026-01-26,SKU0053,17.8,16.7,24.0,18.6
2026-02-02,SKU0053,9.8,16.7,24.0,18.6
2026-02-09,SKU0053,5.8,16.7,24.0,18.6
2026-02-16,SKU0053,17.5,16.7,24.0,18.6
2026-02-23,SKU0053,12.5,16.7,24.0,18.6
2026-03-02,SKU0053,7.5,16.7,24.0,18.6
2026-03-09,SKU0053,20.2,0.0,24.0,18.6
2026-03-16,SKU0053,19.2,0.0,24.0,18.6
2026-03-23,SKU0053,18.2,16.7,24.0,18.6
2026-03-30,SKU0053,15.2,16.7,24.0,18.6
2026-04-06,SKU0053,11.2,16.7,24.0,18.6
2026-04-13,SKU0053,22.9,0.0,24.0,18.6
2026-04-20,SKU0053,21.9,0.0,24.0,18.6
2026-04-27,SKU0053,13.9,16.7,24.0,18.6
2026-05-04,SKU0053,11.9,16.7,24.0,18.6
2026-05-11,SKU0053,11.9,16.7,24.0,18.6
2026-05-18,SKU0053,27.6,0.0,24.0,18.6
2026-05-25,SKU0053,22.6,0.0,24.0,18.6
2026-06-01,SKU0053,20.6,0.0,24.0,18.6
2026-06-08,SKU0053,15.6,16.7,24.0,18.6
2026-06-15,SKU0053,9.6,16.7,24.0,18.6
2026-06-22,SKU0053,4.6,16.7,24.0,18.6
2026-06-29,SKU0053,15.3,16.7,24.0,18.6
2026-07-06,SKU0053,14.3,16.7,24.0,18.6
2026-07-13,SKU0053,8.3,16.7,24.0,18.6
2024-07-29,SKU0054,37.6,45.6,20.0,42.3
2024-08-05,SKU0054,23.6,45.6,20.0,42.3
2024-08-12,SKU0054,16.6,45.6,20.0,42.3
2024-08-19,SKU0054,54.2,0.0,20.0,42.3
2024-08-26,SKU0054,41.2,45.6,20.0,42.3
2024-09-02,SKU0054,36.2,45.6,20.0,42.3
2024-09-09,SKU0054,28.2,45.6,20.0,42.3
2024-09-16,SKU0054,65.7,0.0,20.0,42.3
2024-09-23,SKU0054,55.7,0.0,20.0,42.3
2024-09-30,SKU0054,49.7,0.0,20.0,42.3
2024-10-07,SKU0054,38.7,45.6,20.0,42.3
2024-10-14,SKU0054,22.7,45.6,20.0,42.3
2024-10-21,SKU0054,6.7,45.6,20.0,42.3
2024-10-28,SKU0054,39.3,45.6,20.0,42.3
2024-11-04,SKU0054,26.3,45.6,20.0,42.3
2024-11-11,SKU0054,14.3,45.6,20.0,42.3
2024-11-18,SKU0054,53.9,0.0,20.0,42.3
2024-11-25,SKU0054,36.9,45.6,20.0,42.3
2024-12-02,SKU0054,28.9,45.6,20.0,42.3
2024-12-09,SKU0054,12.9,45.6,20.0,42.3
2024-12-16,SKU0054,38.5,45.6,20.0,42.3
2024-12-23,SKU0054,9.5,45.6,20.0,42.3
2024-12-30,SKU0054,0.0,45.6,20.0,42.3
2025-01-06,SKU0054,40.6,45.6,20.0,42.3
2025-01-13,SKU0054,29.6,45.6,20.0,42.3
2025-01-20,SKU0054,21.6,45.6,20.0,42.3
2025-01-27,SKU0054,54.2,0.0,20.0,42.3
2025-02-03,SKU0054,47.2,0.0,20.0,42.3
2025-02-10,SKU0054,39.2,45.6,20.0,42.3
2025-02-17,SKU0054,33.2,45.6,20.0,42.3
2025-02-24,SKU0054,21.2,45.6,20.0,42.3
2025-03-03,SKU0054,56.7,0.0,20.0,42.3
2025-03-10,SKU0054,46.7,0.0,20.0,42.3
2025-03-17,SKU0054,31.7,45.6,20.0,42.3
2025-03-24,SKU0054,24.7,45.6,20.0,42.3
2025-03-31,SKU0054,16.7,45.6,20.0,42.3
2025-04-07,SKU0054,55.3,0.0,20.0,42.3
2025-04-14,SKU0054,49.3,0.0,20.0,42.3
2025-04-21,SKU0054,39.3,45.6,20.0,42.3
2025-04-28,SKU0054,24.3,45.6,20.0,42.3
2025-05-05,SKU0054,12.3,45.6,20.0,42.3
2025-05-12,SKU0054,42.9,0.0,20.0,42.3
2025-05-19,SKU0054,32.9,45.6,20.0,42.3
2025-05-26,SKU0054,26.9,45.6,20.0,42.3
2025-06-02,SKU0054,17.9,45.6,20.0,42.3
2025-06-09,SKU0054,53.5,0.0,20.0,42.3
2025-06-16,SKU0054,40.5,45.6,20.0,42.3
2025-06-23,SKU0054,21.5,45.6,20.0,42.3
2025-06-30,SKU0054,11.5,45.6,20.0,42.3
2025-07-07,SKU0054,45.0,0.0,20.0,42.3
2025-07-14,SKU0054,42.0,45.6,20.0,42.3
2025-07-21,SKU0054,28.0,45.6,20.0,42.3
2025-07-28,SKU0054,17.0,45.6,20.0,42.3
2025-08-04,SKU0054,57.6,0.0,20.0,42.3
2025-08-11,SKU0054,49.6,0.0,20.0,42.3
2025-08-18,SKU0054,37.6,45.6,20.0,42.3
2025-08-25,SKU0054,27.6,45.6,20.0,42.3
2025-09-01,SKU0054,16.6,45.6,20.0,42.3
2025-09-08,SKU0054,53.2,0.0,20.0,42.3
2025-09-15,SKU0054,43.2,0.0,20.0,42.3
2025-09-22,SKU0054,33.2,45.6,20.0,42.3
2025-09-29,SKU0054,29.2,45.6,20.0,42.3
2025-10-06,SKU0054,15.2,45.6,20.0,42.3
2025-10-13,SKU0054,43.8,0.0,20.0,42.3
2025-10-20,SKU0054,21.8,45.6,20.0,42.3
2025-10-27,SKU0054,2.8,45.6,20.0,42.3
2025-11-03,SKU0054,0.0,45.6,20.0,42.3
2025-11-10,SKU0054,32.6,45.6,20.0,42.3
2025-11-17,SKU0054,15.6,45.6,20.0,42.3
2025-11-24,SKU0054,1.6,45.6,20.0,42.3
2025-12-01,SKU0054,39.2,45.6,20.0,42.3
2025-12-08,SKU0054,22.2,45.6,20.0,42.3
2025-12-15,SKU0054,10.2,45.6,20.0,42.3
2025-12-22,SKU0054,23.7,45.6,20.0,42.3
2025-12-29,SKU0054,4.7,45.6,20.0,42.3
2026-01-05,SKU0054,0.0,45.6,20.0,42.3
2026-01-12,SKU0054,36.6,45.6,20.0,42.3
2026-01-19,SKU0054,24.6,45.6,20.0,42.3
2026-01-26,SKU0054,17.6,45.6,20.0,42.3
2026-02-02,SKU0054,56.2,0.0,20.0,42.3
2026-02-09,SKU0054,44.2,0.0,20.0,42.3
2026-02-16,SKU0054,28.2,45.6,20.0,42.3
2026-02-23,SKU0054,23.2,45.6,20.0,42.3
2026-03-02,SKU0054,13.2,45.6,20.0,42.3
2026-03-09,SKU0054,47.7,0.0,20.0,42.3
2026-03-16,SKU0054,40.7,45.6,20.0,42.3
2026-03-23,SKU0054,30.7,45.6,20.0,42.3
2026-03-30,SKU0054,20.7,45.6,20.0,42.3
2026-04-06,SKU0054,58.3,0.0,20.0,42.3
2026-04-13,SKU0054,51.3,0.0,20.0,42.3
2026-04-20,SKU0054,39.3,45.6,20.0,42.3
2026-04-27,SKU0054,27.3,45.6,20.0,42.3
2026-05-04,SKU0054,16.3,45.6,20.0,42.3
2026-05-11,SKU0054,50.9,0.0,20.0,42.3
2026-05-18,SKU0054,36.9,45.6,20.0,42.3
2026-05-25,SKU0054,26.9,45.6,20.0,42.3
2026-06-01,SKU0054,19.9,45.6,20.0,42.3
2026-06-08,SKU0054,55.5,0.0,20.0,42.3
2026-06-15,SKU0054,39.5,45.6,20.0,42.3
2026-06-22,SKU0054,20.5,45.6,20.0,42.3
2026-06-29,SKU0054,8.5,45.6,20.0,42.3
2026-07-06,SKU0054,37.0,45.6,20.0,42.3
2026-07-13,SKU0054,23.0,45.6,20.0,42.3
2024-08-05,SKU0055,657.2,0.0,18.0,650.3
2024-08-12,SKU0055,528.2,778.2,18.0,650.3
2024-08-19,SKU0055,373.2,778.2,18.0,650.3
2024-08-26,SKU0055,233.2,778.2,18.0,650.3
2024-09-02,SKU0055,848.4,0.0,18.0,650.3
2024-09-09,SKU0055,695.4,0.0,18.0,650.3
2024-09-16,SKU0055,553.4,778.2,18.0,650.3
2024-09-23,SKU0055,412.4,778.2,18.0,650.3
2024-09-30,SKU0055,221.4,778.2,18.0,650.3
2024-10-07,SKU0055,807.6,0.0,18.0,650.3
2024-10-14,SKU0055,498.6,778.2,18.0,650.3
2024-10-21,SKU0055,162.6,778.2,18.0,650.3
2024-10-28,SKU0055,0.0,778.2,18.0,650.3
2024-11-04,SKU0055,528.2,778.2,18.0,650.3
2024-11-11,SKU0055,317.2,778.2,18.0,650.3
2024-11-18,SKU0055,98.2,778.2,18.0,650.3
2024-11-25,SKU0055,566.4,778.2,18.0,650.3
2024-12-02,SKU0055,350.4,778.2,18.0,650.3
2024-12-09,SKU0055,136.4,778.2,18.0,650.3
2024-12-16,SKU0055,655.6,0.0,18.0,650.3
2024-12-23,SKU0055,338.6,778.2,18.0,650.3
2024-12-30,SKU0055,117.6,778.2,18.0,650.3
2025-01-06,SKU0055,0.0,778.2,18.0,650.3
2025-01-13,SKU0055,651.2,0.0,18.0,650.3
2025-01-20,SKU0055,511.2,778.2,18.0,650.3
2025-01-27,SKU0055,386.2,778.2,18.0,650.3
2025-02-03,SKU0055,275.2,778.2,18.0,650.3
2025-02-10,SKU0055,919.4,0.0,18.0,650.3
2025-02-17,SKU0055,768.4,0.0,18.0,650.3
2025-02-24,SKU0055,631.4,778.2,18.0,650.3
2025-03-03,SKU0055,461.4,778.2,18.0,650.3
2025-03-10,SKU0055,303.4,778.2,18.0,650.3
2025-03-17,SKU0055,944.6,0.0,18.0,650.3
2025-03-24,SKU0055,789.6,0.0,18.0,650.3
2025-03-31,SKU0055,624.6,778.2,18.0,650.3
2025-04-07,SKU0055,480.6,778.2,18.0,650.3
2025-04-14,SKU0055,321.6,778.2,18.0,650.3
2025-04-21,SKU0055,919.8,0.0,18.0,650.3
2025-04-28,SKU0055,759.8,0.0,18.0,650.3
2025-05-05,SKU0055,606.8,778.2,18.0,650.3
2025-05-12,SKU0055,432.8,778.2,18.0,650.3
2025-05-19,SKU0055,255.8,778.2,18.0,650.3
2025-05-26,SKU0055,861.0,0.0,18.0,650.3
2025-06-02,SKU0055,666.0,0.0,18.0,650.3
2025-06-09,SKU0055,492.0,778.2,18.0,650.3
2025-06-16,SKU0055,216.0,778.2,18.0,650.3
2025-06-23,SKU0055,0.0,778.2,18.0,650.3
2025-06-30,SKU0055,599.2,778.2,18.0,650.3
2025-07-07,SKU0055,447.2,778.2,18.0,650.3
2025-07-14,SKU0055,293.2,778.2,18.0,650.3
2025-07-21,SKU0055,893.4,0.0,18.0,650.3
2025-07-28,SKU0055,739.4,0.0,18.0,650.3
2025-08-04,SKU0055,584.4,778.2,18.0,650.3
2025-08-11,SKU0055,405.4,778.2,18.0,650.3
2025-08-18,SKU0055,242.4,778.2,18.0,650.3
2025-08-25,SKU0055,859.6,0.0,18.0,650.3
2025-09-01,SKU0055,658.6,0.0,18.0,650.3
2025-09-08,SKU0055,469.6,778.2,18.0,650.3
2025-09-15,SKU0055,317.6,778.2,18.0,650.3
2025-09-22,SKU0055,161.6,778.2,18.0,650.3
2025-09-29,SKU0055,716.8,0.0,18.0,650.3
2025-10-06,SKU0055,491.8,778.2,18.0,650.3
2025-10-13,SKU0055,197.8,778.2,18.0,650.3
2025-10-20,SKU0055,0.0,778.2,18.0,650.3
2025-10-27,SKU0055,389.2,778.2,18.0,650.3
2025-11-03,SKU0055,120.2,778.2,18.0,650.3
2025-11-10,SKU0055,0.0,778.2,18.0,650.3
2025-11-17,SKU0055,553.2,778.2,18.0,650.3
2025-11-24,SKU0055,168.2,778.2,18.0,650.3
2025-12-01,SKU0055,0.0,778.2,18.0,650.3
2025-12-08,SKU0055,515.2,778.2,18.0,650.3
2025-12-15,SKU0055,196.2,778.2,18.0,650.3
2025-12-22,SKU0055,0.0,778.2,18.0,650.3
2025-12-29,SKU0055,517.2,778.2,18.0,650.3
2026-01-05,SKU0055,343.2,778.2,18.0,650.3
2026-01-12,SKU0055,214.2,778.2,18.0,650.3
2026-01-19,SKU0055,813.4,0.0,18.0,650.3
2026-01-26,SKU0055,685.4,0.0,18.0,650.3
2026-02-02,SKU0055,539.4,778.2,18.0,650.3
2026-02-09,SKU0055,397.4,778.2,18.0,650.3
2026-02-16,SKU0055,255.4,778.2,18.0,650.3
2026-02-23,SKU0055,910.6,0.0,18.0,650.3
2026-03-02,SKU0055,719.6,0.0,18.0,650.3
2026-03-09,SKU0055,552.6,778.2,18.0,650.3
2026-03-16,SKU0055,357.6,778.2,18.0,650.3
2026-03-23,SKU0055,205.6,778.2,18.0,650.3
2026-03-30,SKU0055,805.8,0.0,18.0,650.3
2026-04-06,SKU0055,610.8,778.2,18.0,650.3
2026-04-13,SKU0055,452.8,778.2,18.0,650.3
2026-04-20,SKU0055,267.8,778.2,18.0,650.3
2026-04-27,SKU0055,893.0,0.0,18.0,650.3
2026-05-04,SKU0055,748.0,0.0,18.0,650.3
2026-05-11,SKU0055,562.0,778.2,18.0,650.3
2026-05-18,SKU0055,400.0,778.2,18.0,650.3
2026-05-25,SKU0055,222.0,778.2,18.0,650.3
2026-06-01,SKU0055,840.2,0.0,18.0,650.3
2026-06-08,SKU0055,666.2,0.0,18.0,650.3
2026-06-15,SKU0055,370.2,778.2,18.0,650.3
2026-06-22,SKU0055,114.2,778.2,18.0,650.3
2026-06-29,SKU0055,0.0,778.2,18.0,650.3
2026-07-06,SKU0055,627.2,778.2,18.0,650.3
2026-07-13,SKU0055,434.2,778.2,18.0,650.3
2024-08-12,SKU0056,163.7,0.0,15.0,134.9
2024-08-19,SKU0056,127.7,193.7,15.0,134.9
2024-08-26,SKU0056,82.7,193.7,15.0,134.9
2024-09-02,SKU0056,253.5,0.0,15.0,134.9
2024-09-09,SKU0056,220.5,0.0,15.0,134.9
2024-09-16,SKU0056,182.5,0.0,15.0,134.9
2024-09-23,SKU0056,147.5,0.0,15.0,134.9
2024-09-30,SKU0056,86.5,193.7,15.0,134.9
2024-10-07,SKU0056,42.5,193.7,15.0,134.9
2024-10-14,SKU0056,132.2,193.7,15.0,134.9
2024-10-21,SKU0056,58.2,193.7,15.0,134.9
2024-10-28,SKU0056,164.9,0.0,15.0,134.9
2024-11-04,SKU0056,109.9,193.7,15.0,134.9
2024-11-11,SKU0056,39.9,193.7,15.0,134.9
2024-11-18,SKU0056,168.6,0.0,15.0,134.9
2024-11-25,SKU0056,68.6,193.7,15.0,134.9
2024-12-02,SKU0056,21.6,193.7,15.0,134.9
2024-12-09,SKU0056,156.4,0.0,15.0,134.9
2024-12-16,SKU0056,88.4,193.7,15.0,134.9
2024-12-23,SKU0056,4.4,193.7,15.0,134.9
2024-12-30,SKU0056,136.1,0.0,15.0,134.9
2025-01-06,SKU0056,100.1,193.7,15.0,134.9
2025-01-13,SKU0056,67.1,193.7,15.0,134.9
2025-01-20,SKU0056,233.8,0.0,15.0,134.9
2025-01-27,SKU0056,201.8,0.0,15.0,134.9
2025-02-03,SKU0056,163.8,0.0,15.0,134.9
2025-02-10,SKU0056,129.8,193.7,15.0,134.9
2025-02-17,SKU0056,98.8,193.7,15.0,134.9
2025-02-24,SKU0056,257.5,0.0,15.0,134.9
2025-03-03,SKU0056,204.5,0.0,15.0,134.9
2025-03-10,SKU0056,160.5,0.0,15.0,134.9
2025-03-17,SKU0056,119.5,193.7,15.0,134.9
2025-03-24,SKU0056,83.5,193.7,15.0,134.9
2025-03-31,SKU0056,230.3,0.0,15.0,134.9
2025-04-07,SKU0056,194.3,0.0,15.0,134.9
2025-04-14,SKU0056,153.3,0.0,15.0,134.9
2025-04-21,SKU0056,114.3,193.7,15.0,134.9
2025-04-28,SKU0056,82.3,193.7,15.0,134.9
2025-05-05,SKU0056,224.0,0.0,15.0,134.9
2025-05-12,SKU0056,180.0,0.0,15.0,134.9
2025-05-19,SKU0056,136.0,0.0,15.0,134.9
2025-05-26,SKU0056,91.0,193.7,15.0,134.9
2025-06-02,SKU0056,45.0,193.7,15.0,134.9
2025-06-09,SKU0056,194.7,0.0,15.0,134.9
2025-06-16,SKU0056,139.7,0.0,15.0,134.9
2025-06-23,SKU0056,78.7,193.7,15.0,134.9
2025-06-30,SKU0056,23.7,193.7,15.0,134.9
2025-07-07,SKU0056,190.4,0.0,15.0,134.9
2025-07-14,SKU0056,148.4,0.0,15.0,134.9
2025-07-21,SKU0056,99.4,193.7,15.0,134.9
2025-07-28,SKU0056,61.4,193.7,15.0,134.9
2025-08-04,SKU0056,225.2,0.0,15.0,134.9
2025-08-11,SKU0056,196.2,0.0,15.0,134.9
2025-08-18,SKU0056,159.2,0.0,15.0,134.9
2025-08-25,SKU0056,126.2,193.7,15.0,134.9
2025-09-01,SKU0056,88.2,193.7,15.0,134.9
2025-09-08,SKU0056,247.9,0.0,15.0,134.9
2025-09-15,SKU0056,207.9,0.0,15.0,134.9
2025-09-22,SKU0056,161.9,0.0,15.0,134.9
2025-09-29,SKU0056,114.9,193.7,15.0,134.9
2025-10-06,SKU0056,47.9,193.7,15.0,134.9
2025-10-13,SKU0056,155.6,0.0,15.0,134.9
2025-10-20,SKU0056,51.6,193.7,15.0,134.9
2025-10-27,SKU0056,0.0,193.7,15.0,134.9
2025-11-03,SKU0056,146.7,0.0,15.0,134.9
2025-11-10,SKU0056,90.7,193.7,15.0,134.9
2025-11-17,SKU0056,37.7,193.7,15.0,134.9
2025-11-24,SKU0056,148.5,0.0,15.0,134.9
2025-12-01,SKU0056,96.5,193.7,15.0,134.9
2025-12-08,SKU0056,45.5,193.7,15.0,134.9
2025-12-15,SKU0056,170.2,0.0,15.0,134.9
2025-12-22,SKU0056,73.2,193.7,15.0,134.9
2025-12-29,SKU0056,21.2,193.7,15.0,134.9
2026-01-05,SKU0056,170.9,0.0,15.0,134.9
2026-01-12,SKU0056,140.9,0.0,15.0,134.9
2026-01-19,SKU0056,93.9,193.7,15.0,134.9
2026-01-26,SKU0056,54.9,193.7,15.0,134.9
2026-02-02,SKU0056,211.6,0.0,15.0,134.9
2026-02-09,SKU0056,169.6,0.0,15.0,134.9
2026-02-16,SKU0056,129.6,193.7,15.0,134.9
2026-02-23,SKU0056,84.6,193.7,15.0,134.9
2026-03-02,SKU0056,237.4,0.0,15.0,134.9
2026-03-09,SKU0056,198.4,0.0,15.0,134.9
2026-03-16,SKU0056,159.4,0.0,15.0,134.9
2026-03-23,SKU0056,122.4,193.7,15.0,134.9
2026-03-30,SKU0056,95.4,193.7,15.0,134.9
2026-04-06,SKU0056,246.1,0.0,15.0,134.9
2026-04-13,SKU0056,195.1,0.0,15.0,134.9
2026-04-20,SKU0056,143.1,0.0,15.0,134.9
2026-04-27,SKU0056,106.1,193.7,15.0,134.9
