sku_id,demand_8weeks,is_low_confidence,date,on_hand_units,on_order_units,lead_time_days,reorder_point,demand_over_lead_time,available_stock,stockout_risk_ratio,overstock_risk_ratio,high_stockout_risk,high_overstock_risk,risk_category,category,subcategory,unit_cost,list_price,recommended_action,stockout_value_at_risk,overstock_capital_locked
SKU0112,74.82665903700587,False,2026-07-13,31.5,49.8,21.0,48.5,28.215051916342894,81.3,0.34704860905710816,0.4209729581060345,False,False,Healthy,Furnishings,Beds,8676.19,22427.28,No action needed.,0.0,0.0
SKU0113,225.39023745217168,False,2026-07-13,72.0,132.0,14.0,85.8,56.20378083398536,204.0,0.27550872957835965,0.3194459565502635,False,False,Healthy,Decor,Rugs,362.79,1075.23,No action needed.,0.0,0.0
SKU0114,358.54443237852837,False,2026-07-13,45.6,197.1,20.0,183.0,126.26980809086838,242.7,0.5202711499417734,0.12718088995970916,True,False,Reorder Now,Small Appliances,Coffee Makers,5464.57,16292.58,Raise a replenishment order before stock runs out.,80156.36690512045,0.0
SKU0115,277.76983032203435,False,2026-07-13,82.6,171.1,25.0,198.6,123.85083410999151,253.7,0.4881782976349685,0.29736850796300346,False,False,Healthy,Furnishings,Shelving,2775.5,5955.87,No action needed.,0.0,0.0
SKU0116,855.1633095149292,False,2026-07-13,390.0,0.0,15.0,353.0,225.97451803804836,390.0,0.5794218411232009,0.45605324229967037,True,False,Reorder Now,Lighting,Table Lamps,1342.9,3599.65,Raise a replenishment order before stock runs out.,111497.42385566077,0.0
SKU0117,204.14457837731536,False,2026-07-13,76.2,112.3,16.0,83.4,54.010327466414964,188.5,0.2865269361613526,0.3732648724041127,False,False,Healthy,Lighting,Ceiling Lights,1000.58,2701.55,No action needed.,0.0,0.0
SKU0118,33.92582632314494,False,2026-07-13,3.6,16.9,15.0,11.7,9.09094350278114,20.5,0.44346065867225076,0.1061138486564733,False,False,Healthy,Small Appliances,Blenders,4839.19,10722.64,No action needed.,0.0,0.0
SKU0119,122.0,True,2026-07-13,66.7,0.0,9.0,24.9,19.607142857142854,66.7,0.29396016277575493,0.5467213114754098,False,True,Markdown / Clear,Decor,Candles,556.77,1084.95,Promote or discount to free up capital.,0.0,3173.5890000000013
SKU0120,565.0190193203147,False,2026-07-13,228.1,0.0,10.0,129.4,101.92099034775275,228.1,0.44682591121329573,0.40370322449391377,False,False,Healthy,Small Appliances,Toasters,5535.32,10235.56,No action needed.,0.0,0.0
SKU0121,340.8268584363178,False,2026-07-13,126.8,0.0,10.0,83.0,58.95178500956559,126.8,0.4649194401385299,0.37203640752300654,False,False,Healthy,Small Appliances,Kettles,4212.6,11512.24,No action needed.,0.0,0.0
SKU0122,150.5275677170617,False,2026-07-13,57.3,86.0,15.0,59.9,39.190934253617876,143.3,0.27348872472866625,0.38066116970483194,False,False,Healthy,Small Appliances,Blenders,988.05,2359.11,No action needed.,0.0,0.0
SKU0123,11.413658846357421,False,2026-07-13,3.0,4.0,36.0,6.7,7.132030207792714,7.0,1.018861458256102,0.26284297089862874,True,False,Reorder Now,Furnishings,Sofas,2551.58,7610.47,Raise a replenishment order before stock runs out.,27641.456935500217,0.0
SKU0124,224.3187284250634,False,2026-07-13,109.6,0.0,8.0,49.8,33.641500055627674,109.6,0.3069479932082817,0.48859050142401866,False,False,Healthy,Decor,Rugs,292.98,690.84,No action needed.,0.0,0.0
SKU0125,204.69122517280348,False,2026-07-13,154.9,124.4,28.0,161.7,100.50517420853498,279.3,0.359846667413301,0.7567495864526241,False,True,Markdown / Clear,Furnishings,Chairs,8256.29,24550.08,Promote or discount to free up capital.,0.0,433904.26325901726
SKU0126,2000.0,True,2026-07-13,449.2,0.0,8.0,295.1,285.7142857142857,449.2,0.6360513929525506,0.2246,True,False,Reorder Now,Decor,Vases,1642.67,3768.11,Raise a replenishment order before stock runs out.,230285.3511428572,0.0
SKU0127,256.3732369741498,False,2026-07-13,37.5,148.4,14.0,96.4,64.98576862548067,185.9,0.34957379572609293,0.1462711180097989,False,False,Healthy,Decor,Rugs,629.4,1732.37,No action needed.,0.0,0.0
SKU0128,187.4890942424338,False,2026-07-13,69.0,124.9,25.0,144.9,86.9263906207496,193.9,0.44830526364491796,0.3680214056118868,False,False,Healthy,Furnishings,Sofas,10569.38,20100.67,No action needed.,0.0,0.0
SKU0129,33.32617523561599,False,2026-07-13,24.4,0.0,23.0,20.6,13.304564308353735,24.4,0.5452690290308908,0.7321572255889567,True,True,Watch / Volatile,Furnishings,Shelving,3043.7,7507.45,Investigate manually — demand is erratic.,8292.46131675025,23548.840217677796
SKU0130,154.2809034071182,False,2026-07-13,77.1,0.0,15.0,50.4,43.78822594926299,77.1,0.5679406737907002,0.49973780485681785,True,False,Reorder Now,Small Appliances,Coffee Makers,4965.01,13715.7,Raise a replenishment order before stock runs out.,71845.93565230639,0.0
SKU0131,215.0467610124135,False,2026-07-13,59.6,120.7,21.0,117.6,78.09871703101443,180.3,0.4331598282363529,0.2771490243303856,False,False,Healthy,Furnishings,Tables,11314.06,32919.86,No action needed.,0.0,0.0
SKU0132,115.27643595853448,False,2026-07-13,41.8,77.1,18.0,64.4,39.196455818843155,118.89999999999999,0.3296590060457793,0.3626066303354111,False,False,Healthy,Textiles,Cushions,1998.64,5570.41,No action needed.,0.0,0.0
SKU0133,1278.3661721139345,False,2026-07-13,228.0,709.2,16.0,526.8,363.0860861623126,937.2,0.3874157982952546,0.17835265432827763,False,False,Healthy,Small Appliances,Blenders,4430.23,8170.96,No action needed.,0.0,0.0
SKU0134,229.39344646924638,False,2026-07-13,39.8,140.5,11.0,71.7,49.189296887509435,180.3,0.27281917297564856,0.17350103332326794,False,False,Healthy,Decor,Vases,1708.36,3839.1,No action needed.,0.0,0.0
SKU0135,1189.7932910445209,False,2026-07-13,687.2,0.0,13.0,386.8,259.1118883356879,687.2,0.37705455229291024,0.5775793200150813,False,True,Markdown / Clear,Small Appliances,Toasters,1008.79,1874.77,Promote or discount to free up capital.,0.0,93114.70096359894
SKU0136,308.0,True,2026-07-13,100.0,164.0,31.0,236.0,170.5,264.0,0.6458333333333334,0.3246753246753247,True,False,Reorder Now,Furnishings,Sofas,4416.93,8529.7,Raise a replenishment order before stock runs out.,328393.45,0.0
SKU0137,245.0596981329717,False,2026-07-13,83.8,0.0,7.0,51.2,29.414121439587177,83.8,0.3510038357945964,0.3419574929637322,False,False,Healthy,Textiles,Throws,574.83,1500.52,No action needed.,0.0,0.0
SKU0138,257.64004300207193,False,2026-07-13,55.1,0.0,7.0,49.7,33.525944494578525,55.1,0.6084563429143108,0.21386427108909034,True,False,Reorder Now,Decor,Wall Art,1108.16,2943.17,Raise a replenishment order before stock runs out.,17588.220558108675,0.0
SKU0139,270.21613972457124,False,2026-07-13,61.2,164.6,21.0,160.5,102.25675670669216,225.8,0.4528642901093541,0.2264853611719144,False,False,Healthy,Lighting,Floor Lamps,3108.16,8480.51,No action needed.,0.0,0.0
SKU0140,1732.0,True,2026-07-13,0.0,746.7,40.0,1386.8,1237.142857142857,746.7,1.6568137902006925,0.0,True,False,Reorder Now,Furnishings,Sofas,7368.16,24085.39,Raise a replenishment order before stock runs out.,20804787.8435,0.0
SKU0141,30.511497085055904,False,2026-07-13,8.7,17.7,11.0,9.0,5.491787723552041,26.4,0.20802226225575915,0.2851384176839076,False,False,Healthy,Decor,Mirrors,1732.04,4654.54,No action needed.,0.0,0.0
SKU0142,39.25561029087693,False,2026-07-13,17.3,0.0,13.0,13.5,8.06401620981552,17.3,0.46612810461361387,0.4407013385299617,False,False,Healthy,Decor,Wall Art,479.38,1323.59,No action needed.,0.0,0.0
SKU0143,148.57461762895718,False,2026-07-13,27.9,90.9,12.0,50.6,31.790566811315486,118.80000000000001,0.2675973637316118,0.18778443078127963,False,False,Healthy,Textiles,Cushions,1916.17,3561.69,No action needed.,0.0,0.0
SKU0144,343.8520610409295,False,2026-07-13,43.2,183.2,11.0,93.6,69.4089642274698,226.39999999999998,0.3065766971177995,0.1256354255060225,False,False,Healthy,Small Appliances,Blenders,1803.82,3754.55,No action needed.,0.0,0.0
SKU0145,578.9890972308956,False,2026-07-13,242.1,0.0,12.0,185.8,120.02503775154773,242.1,0.49576636824265896,0.41814258879464306,False,False,Healthy,Decor,Rugs,687.37,1750.23,No action needed.,0.0,0.0
SKU0146,445.77260279538854,False,2026-07-13,322.4,0.0,22.0,260.7,186.70793750439492,322.4,0.579118912854823,0.7232387050668139,True,True,Watch / Volatile,Furnishings,Sofas,9244.09,26158.47,Investigate manually — demand is erratic.,667248.6179705897,919913.5861125882
SKU0147,240.0,True,2026-07-13,78.3,0.0,7.0,31.4,30.0,78.3,0.3831417624521073,0.32625,False,False,Healthy,Decor,Candles,1964.37,3546.47,No action needed.,0.0,0.0
SKU0148,849.9998165016389,False,2026-07-13,416.1,0.0,15.0,340.9,220.7748399385989,416.1,0.530581206293196,0.48952951744454615,True,False,Reorder Now,Small Appliances,Toasters,3980.03,9621.94,Raise a replenishment order before stock runs out.,122437.64639880208,0.0
SKU0149,802.4639312991974,False,2026-07-13,362.3,0.0,9.0,193.0,122.49585867221035,362.3,0.3381061514551762,0.45148446661450886,False,False,Healthy,Decor,Candles,298.1,778.86,No action needed.,0.0,0.0
SKU0150,305.21468913052564,False,2026-07-13,57.7,188.7,35.0,306.6,191.37595810456781,246.39999999999998,0.7766881416581487,0.18904725773314432,True,False,Reorder Now,Furnishings,Beds,8354.94,15335.73,Raise a replenishment order before stock runs out.,1045528.0859829639,0.0
SKU0151,712.5261403171239,False,2026-07-13,516.5,0.0,21.0,412.9,261.9461933728615,516.5,0.5071562311188025,0.7248856859765473,True,True,Watch / Volatile,Lighting,Ceiling Lights,648.23,1479.02,Investigate manually — demand is erratic.,5466.743922329617,103870.38503111538
SKU0152,352.0575937354105,False,2026-07-13,58.2,206.9,8.0,76.9,48.93233010733446,265.1,0.18458064921665204,0.16531386067400186,False,False,Healthy,Textiles,Throws,2245.12,6454.19,No action needed.,0.0,0.0
SKU0153,176.0,True,2026-07-13,0.0,85.3,42.0,166.4,132.0,85.3,1.5474794841735053,0.0,True,False,Reorder Now,Furnishings,Shelving,9240.99,24081.42,Raise a replenishment order before stock runs out.,2151674.877,0.0
SKU0154,648.0822324635768,False,2026-07-13,188.6,361.5,16.0,268.6,177.09531211726022,550.1,0.32193294331441596,0.2910124526683419,False,False,Healthy,Small Appliances,Kettles,1700.26,3545.37,No action needed.,0.0,0.0
SKU0155,314.5544198421844,False,2026-07-13,100.2,180.2,44.0,368.1,241.9827051774297,280.4,0.8629911026299205,0.3185458339776993,True,False,Reorder Now,Furnishings,Shelving,3371.35,9518.46,Raise a replenishment order before stock runs out.,968814.6079231575,0.0
SKU0156,315.03087383147914,False,2026-07-13,125.6,0.0,14.0,117.3,80.14069475021522,125.6,0.6380628562915225,0.39869108215465815,True,False,Reorder Now,Small Appliances,Toasters,1754.37,3890.56,Raise a replenishment order before stock runs out.,67465.01336739733,0.0
SKU0157,1246.3720833555055,False,2026-07-13,212.0,727.8,8.0,270.3,175.6768803389466,939.8,0.18693007058836625,0.17009366852092014,False,False,Healthy,Decor,Mirrors,1964.05,5546.5,No action needed.,0.0,0.0
SKU0158,30.760938227378855,False,2026-07-13,8.1,14.1,20.0,13.1,9.895403216655366,22.2,0.4457388836331246,0.26332096700452956,False,False,Healthy,Small Appliances,Coffee Makers,3184.52,6874.53,No action needed.,0.0,0.0
SKU0159,89.56470612686249,False,2026-07-13,13.4,41.4,19.0,36.5,28.84781920289761,54.8,0.5264200584470368,0.1496125045173462,True,False,Reorder Now,Small Appliances,Air Fryers,4877.22,12233.94,Raise a replenishment order before stock runs out.,17712.533259097218,0.0
SKU0160,80.517053307527,False,2026-07-13,2.9,47.8,18.0,39.9,26.060103077038406,50.699999999999996,0.5140059778508562,0.03601721474982118,True,False,Reorder Now,Lighting,Ceiling Lights,2727.43,6208.53,Raise a replenishment order before stock runs out.,4408.696256885266,0.0
SKU0161,178.89676166550026,False,2026-07-13,60.4,109.3,22.0,111.7,73.22077470377289,169.7,0.43147186036401236,0.33762489291413467,False,False,Healthy,Furnishings,Tables,7937.92,16906.1,No action needed.,0.0,0.0
SKU0162,183.8791677101925,False,2026-07-13,48.3,121.1,10.0,56.2,35.893207176656404,169.39999999999998,0.21188433988581115,0.26267249629998574,False,False,Healthy,Textiles,Cushions,619.29,1773.57,No action needed.,0.0,0.0
SKU0163,11.554274666217383,False,2026-07-13,6.2,4.6,29.0,6.3,5.697428887463238,10.8,0.5275397118021516,0.5365979413772881,True,True,Watch / Volatile,Furnishings,Tables,11487.23,23262.93,Investigate manually — demand is erratic.,6919.067389035184,4857.520712993848
SKU0164,108.79773618246969,False,2026-07-13,85.5,0.0,30.0,82.7,55.120114131738276,85.5,0.6446796974472313,0.7858619397797396,True,True,Watch / Volatile,Furnishings,Sofas,5362.76,10198.76,Investigate manually — demand is erratic.,126159.82520220707,166787.90615504942
SKU0165,153.16826989695454,False,2026-07-13,17.7,74.7,11.0,38.2,28.878568587527354,92.4,0.31253862107713587,0.11555918214593563,False,False,Healthy,Small Appliances,Coffee Makers,3805.69,8411.76,No action needed.,0.0,0.0
SKU0166,2976.0,True,2026-07-13,639.0,1384.0,12.0,771.1,637.7142857142858,2023.0,0.3152319751429984,0.21471774193548387,False,False,Healthy,Decor,Vases,1459.6,3884.24,No action needed.,0.0,0.0
SKU0167,1697.8991097626672,False,2026-07-13,368.4,978.0,15.0,681.1,429.64312680428134,1346.4,0.31910511497644184,0.21697402270945004,False,False,Healthy,Lighting,Table Lamps,2772.32,7676.33,No action needed.,0.0,0.0
SKU0168,173.10971605148552,False,2026-07-13,119.2,0.0,17.0,82.8,52.7651531852097,119.2,0.44266068108397394,0.6885806453783799,False,True,Markdown / Clear,Lighting,Table Lamps,3792.08,11370.52,Promote or discount to free up capital.,0.0,123792.9899777414
SKU0169,223.02985678041188,False,2026-07-13,62.5,119.9,12.0,66.8,39.650836040990576,182.4,0.21738396952297465,0.2802315389617791,False,False,Healthy,Decor,Mirrors,467.19,1007.09,No action needed.,0.0,0.0
SKU0170,86.6059969807457,False,2026-07-13,44.6,0.0,16.0,34.4,22.811310076902217,44.6,0.5114643515000497,0.5149758856758557,True,True,Watch / Volatile,Textiles,Throws,1418.38,3247.42,Investigate manually — demand is erratic.,1660.4385699337945,1839.6410012249585
SKU0171,34.65597462395547,False,2026-07-13,10.8,24.1,14.0,15.7,8.465703756827532,34.900000000000006,0.24257030821855388,0.31163457721759313,False,False,Healthy,Decor,Rugs,927.26,1821.31,No action needed.,0.0,0.0
SKU0172,254.2827662111873,False,2026-07-13,122.1,0.0,15.0,103.5,66.09102644115549,122.1,0.5412860478391114,0.4801741062490775,True,False,Reorder Now,Decor,Candles,1053.5,2623.05,Raise a replenishment order before stock runs out.,13222.864406472921,0.0
SKU0173,110.0,True,2026-07-13,0.0,52.0,41.0,99.0,80.53571428571428,52.0,1.548763736263736,0.0,True,False,Reorder Now,Furnishings,Chairs,3632.57,10887.16,Raise a replenishment order before stock runs out.,593739.0471428571,0.0
SKU0174,214.47784859128348,False,2026-07-13,69.6,137.3,11.0,70.1,42.41427625761064,206.9,0.20499891859647482,0.32450903651421925,False,False,Healthy,Textiles,Cushions,595.01,1571.46,No action needed.,0.0,0.0
SKU0175,60.2827964267631,False,2026-07-13,22.4,31.4,45.0,65.6,49.51170939378311,53.8,0.9202919961669723,0.3715819657970498,True,False,Reorder Now,Furnishings,Sofas,5141.72,12927.6,Raise a replenishment order before stock runs out.,292315.1343590705,0.0
SKU0176,122.15581849394951,False,2026-07-13,17.4,70.4,34.0,111.1,71.15559979134572,87.80000000000001,0.8104282436371949,0.14244102503280953,True,False,Reorder Now,Furnishings,Chairs,5394.69,12250.49,Raise a replenishment order before stock runs out.,333894.45268788276,0.0
SKU0177,328.6785462168896,False,2026-07-13,161.5,0.0,9.0,79.9,52.89135932909343,161.5,0.32750067696033086,0.49136155024072914,False,False,Healthy,Decor,Rugs,970.23,2812.07,No action needed.,0.0,0.0
SKU0178,379.0440881320934,False,2026-07-13,245.3,0.0,10.0,104.6,69.07240495716479,245.3,0.28158338751392087,0.6471542695965098,False,True,Markdown / Clear,Textiles,Throws,1644.17,3939.92,Promote or discount to free up capital.,0.0,91708.44180792801
SKU0179,422.0,True,2026-07-13,202.0,0.0,13.0,131.2,97.96428571428571,202.0,0.48497171145685997,0.4786729857819905,False,False,Healthy,Textiles,Curtains,1696.18,3326.62,No action needed.,0.0,0.0
SKU0180,72.95647687552432,False,2026-07-13,13.3,43.1,19.0,38.1,21.86116691785919,56.400000000000006,0.3876093425152338,0.18230046967169175,False,False,Healthy,Lighting,Table Lamps,1941.34,4345.6,No action needed.,0.0,0.0
SKU0181,575.416246343848,False,2026-07-13,372.1,0.0,12.0,201.0,122.68143446968634,372.1,0.3297001732590334,0.6466623116123253,False,True,Markdown / Clear,Textiles,Cushions,1199.32,2255.44,Promote or discount to free up capital.,0.0,101212.86571744813
SKU0182,110.16010822228736,False,2026-07-13,11.2,68.7,8.0,25.5,14.396977009937366,79.9,0.18018744693288316,0.1016701978669084,False,False,Healthy,Textiles,Curtains,778.78,1590.56,No action needed.,0.0,0.0
SKU0183,511.5964816533591,False,2026-07-13,279.4,0.0,15.0,220.1,136.0802348992155,279.4,0.48704450572374913,0.5461335447363616,False,True,Markdown / Clear,Decor,Wall Art,1258.95,2292.8,Promote or discount to free up capital.,0.0,29713.434711251757
SKU0184,320.0,True,2026-07-13,40.3,161.1,14.0,104.7,80.0,201.39999999999998,0.39721946375372397,0.12593749999999998,False,False,Healthy,Decor,Wall Art,770.67,1806.4,No action needed.,0.0,0.0
SKU0185,71.56005801460519,False,2026-07-13,52.4,0.0,16.0,30.3,19.705626055917097,52.4,0.37606156595261636,0.7322520614684985,False,True,Markdown / Clear,Lighting,Floor Lamps,626.21,1604.0,Promote or discount to free up capital.,0.0,10407.592035337042
SKU0186,29.672985299550778,False,2026-07-13,8.5,17.4,16.0,12.9,8.294717227399456,25.9,0.3202593524092454,0.2864558423829598,False,False,Healthy,Small Appliances,Coffee Makers,2975.68,6582.06,No action needed.,0.0,0.0
SKU0187,400.6621486669627,False,2026-07-13,108.2,0.0,8.0,88.9,59.95063907956535,108.2,0.5540724499035614,0.2700529619780423,True,False,Reorder Now,Decor,Mirrors,1053.44,2427.61,Raise a replenishment order before stock runs out.,14203.069935943633,0.0
SKU0188,526.0,True,2026-07-13,263.0,254.0,24.0,283.0,225.42857142857142,517.0,0.43603205305332965,0.5,False,False,Healthy,Furnishings,Sofas,4643.13,13702.11,No action needed.,0.0,0.0
SKU0189,235.7948318586781,False,2026-07-13,57.1,139.1,16.0,103.3,70.30248740570677,196.2,0.3583205270423383,0.24215967563793964,False,False,Healthy,Lighting,Ceiling Lights,2503.6,6765.62,No action needed.,0.0,0.0
SKU0190,1236.8703670318785,False,2026-07-13,450.5,730.5,40.0,1356.6,880.4875654424396,1181.0,0.7455440858953765,0.36422572001709946,True,False,Reorder Now,Furnishings,Shelving,7874.83,19285.68,Raise a replenishment order before stock runs out.,5592607.391101949,0.0
SKU0191,714.3227618618423,False,2026-07-13,321.2,0.0,16.0,315.3,192.4503125230451,321.2,0.5991603752274132,0.44965667783399504,True,False,Reorder Now,Textiles,Curtains,1844.4,3949.69,Raise a replenishment order before stock runs out.,125798.86086914608,0.0
SKU0192,202.93993479702235,False,2026-07-13,154.2,0.0,22.0,127.1,80.28176605020018,154.2,0.5206340210778222,0.7598307358984255,True,True,Watch / Volatile,Furnishings,Shelving,8655.51,24896.68,Investigate manually — demand is erratic.,79215.41118669785,456405.3244825125
SKU0193,582.9514142745547,False,2026-07-13,138.6,338.8,25.0,393.2,263.15729712508397,477.4,0.5512301992565647,0.23775566300405793,True,False,Reorder Now,Furnishings,Chairs,8698.11,18110.48,Raise a replenishment order before stock runs out.,442933.39043789095,0.0
SKU0194,1878.1486714484229,False,2026-07-13,618.0,1141.7,15.0,795.1,469.7708179697794,1759.7,0.2669607421547874,0.32904743346191023,False,False,Healthy,Lighting,Ceiling Lights,1606.75,3519.44,No action needed.,0.0,0.0
SKU0195,1849.2458234129017,False,2026-07-13,1403.0,1151.4,29.0,1550.3,936.9048655844595,2554.4,0.366780796110421,0.7586876672841005,False,True,Markdown / Clear,Furnishings,Chairs,9980.61,28852.72,Promote or discount to free up capital.,0.0,4774495.15119348
SKU0196,75.0331731314795,False,2026-07-13,15.8,44.8,27.0,56.2,35.472701368124085,60.599999999999994,0.5853581083848859,0.21057352822216246,True,False,Reorder Now,Furnishings,Shelving,7716.87,18794.05,Raise a replenishment order before stock runs out.,97216.00814759251,0.0
SKU0197,125.3472013450358,False,2026-07-13,76.1,0.0,16.0,54.3,35.48410784009087,76.1,0.466282626019591,0.6071136745249225,False,True,Markdown / Clear,Small Appliances,Toasters,3043.37,8189.04,Promote or discount to free up capital.,0.0,40861.500921279185
SKU0198,1271.3824150139048,False,2026-07-13,780.1,729.7,24.0,813.1,541.2087072847655,1509.8000000000002,0.35846384109469165,0.6135840725714837,False,True,Markdown / Clear,Lighting,Ceiling Lights,2691.04,6751.53,Promote or discount to free up capital.,0.0,388609.83695049083
SKU0199,86.66708477249793,False,2026-07-13,70.0,56.0,29.0,75.4,42.62919740289247,126.0,0.3383269635150196,0.8076884111626783,False,True,Markdown / Clear,Furnishings,Beds,5926.24,15314.16,Promote or discount to free up capital.,0.0,158031.82776891591
SKU0200,81.71792152127388,False,2026-07-13,40.5,0.0,12.0,26.2,19.48661362283889,40.5,0.481150953650343,0.49560731900720834,False,False,Healthy,Decor,Mirrors,1122.93,2424.7,No action needed.,0.0,0.0
